,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
y_rep[32],6.63002,0.00475288,0.426261,0.406497,5.93842,6.62616,7.3211,8041.15,7431.41,0.397277,0.999779
y_rep[33],6.6241,0.00461844,0.418696,0.394072,5.95835,6.62033,7.32048,8198.97,7919.43,0.405074,0.999856
y_rep[34],6.64117,0.00474762,0.422189,0.393286,5.95514,6.63565,7.34668,7928.98,7650.9,0.391735,0.999933
y_rep[35],6.62918,0.00477291,0.424646,0.40814,5.95259,6.62167,7.3328,7953.23,7233.74,0.392933,1.00013
y_rep[36],6.42413,0.00471717,0.421469,0.400789,5.72503,6.42799,7.10795,8011.25,7766.1,0.395799,0.999774
y_rep[37],6.42745,0.00471653,0.427937,0.408847,5.72834,6.42729,7.11588,8237.66,7757.51,0.406985,1.00007
y_rep[38],6.42038,0.00477649,0.424434,0.405,5.73366,6.42643,7.10851,7916.98,7473.38,0.391142,1.00019
y_rep[39],6.42199,0.00479844,0.425156,0.408316,5.73699,6.42172,7.10601,7928.07,7480.89,0.39169,1.00104
y_rep[40],6.42351,0.00476252,0.421673,0.403257,5.72452,6.42144,7.10314,7890.9,7820.6,0.389853,1.00024
y_rep[41],-2.96396,0.0198413,1.78617,1.50487,-5.87051,-2.95662,-0.199202,8075.18,7710.59,0.398958,1.00048
y_rep[42],-2.95488,0.0204278,1.82727,1.55468,-5.91225,-2.92123,-0.135331,7992.2,7337.87,0.394858,1.00002
y_rep[43],-2.93597,0.0210982,1.88694,1.53607,-5.81738,-2.95673,-0.00973009,7927.37,7931.29,0.391655,1.00039
y_rep[44],-2.92295,0.0206894,1.8283,1.58233,-5.76916,-2.931,-0.0172296,7792.18,7621.82,0.384976,0.999946
y_rep[45],-2.95464,0.0207262,1.83067,1.56382,-5.8101,-2.97254,-0.0624843,7752.38,7456.67,0.38301,1.00023
y_rep[46],-2.25848,0.0203831,1.86892,1.57321,-5.11934,-2.25489,0.683996,8356.15,7955.99,0.412839,1.00044
y_rep[47],-2.2351,0.0205479,1.84351,1.56146,-5.05415,-2.24529,0.651801,8046.38,7890.26,0.397535,0.999905
y_rep[48],-2.27641,0.0199098,1.82809,1.57184,-5.17031,-2.26965,0.561507,8429.65,7797.13,0.416471,1.00003
y_rep[49],-2.25641,0.0211613,1.85817,1.58495,-5.16197,-2.26111,0.625746,7700.17,8055.38,0.38043,1.00013
y_rep[50],-2.24839,0.0206967,1.86058,1.60602,-5.06298,-2.26558,0.628245,8106.34,8098.54,0.400497,1.00054
y_rep[51],-0.151289,0.020866,1.87235,1.58445,-3.0724,-0.144084,2.7642,8162.99,8003.61,0.403296,1.00017
y_rep[52],-0.206598,0.0213124,1.86437,1.5479,-3.15573,-0.193627,2.72541,7669.06,7441.06,0.378893,0.999985
y_rep[53],-0.135259,0.0206163,1.82979,1.59523,-3.00818,-0.137956,2.75225,8045.06,7607.75,0.39747,1.00019
y_rep[54],-0.172705,0.0212754,1.85052,1.58426,-3.11465,-0.142202,2.74155,7526.24,7574.22,0.371837,0.999727
y_rep[55],-0.155858,0.0204098,1.81753,1.59935,-3.0046,-0.140567,2.70943,7921.67,7995.13,0.391374,1.00075
y_rep[56],-0.0877545,0.0230633,1.88945,1.63424,-3.09229,-0.0831052,2.86181,6559.57,7285.1,0.324078,1.00069
y_rep[57],-0.0598652,0.023068,1.84149,1.63235,-2.94231,-0.0832958,2.85237,6316.78,7677.18,0.312084,1.00002
y_rep[58],-0.11589,0.0214907,1.83518,1.64681,-3.06819,-0.116252,2.80921,7322.73,8054.48,0.361783,1.00045
y_rep[59],-0.115403,0.0229963,1.89339,1.58322,-3.11693,-0.0877967,2.87351,6917.74,7808.33,0.341774,1.00003
y_rep[60],-0.101146,0.0217293,1.86222,1.58755,-2.96237,-0.0835564,2.83354,7311.8,7765.72,0.361243,1.00034
